"";"Harry Potter i Czara Ognia";"Harry Potter i Insygnia Smierci";"Harry Potter i Kamien Filozoficzny";"Harry Potter i Komnata Tajemnic";"Harry Potter i Ksiaze Polkrwi";"Harry Potter i Przeklete Dziecko";"Harry Potter i Wiezien Azkabanu";"Harry Potter i Zakon Feniksa";"Opowiesci z Narni. Kon i jego chlopiec";"Opowiesci z Narni. Ksiaze Kaspian";"Opowiesci z Narni. Lew, czarownica i stara szafa";"Opowiesci z Narni. Ostatnia bitwa";"Opowiesci z Narni. Podroz Wedrowca do Switu";"Opowiesci z Narni. Siostrzeniec Czarodzieja";"Opowiesci z Narni. Srebrne krzeslo";"Zmierzch.Ksiezyc w Nowiu";"Zmierzch.Przed Switem";"Zmierzch.Zacmienie";"Zmierzch.Zmierzch";"Zmierzch.Zycie i Smierc"
"cedriku";0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0
"cel";1;3;0;3;1;1;0;0;0;0;0;0;2;0;0;0;0;0;0;0
"celowy";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"celsjusza";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
"cena";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"cenny";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
"centaur";0;0;0;0;0;1;0;3;0;1;0;0;0;0;0;0;0;0;0;0
"ceremonia";1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"cha";5;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0
"chang";1;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0
"chaos";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"charity";0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"charlie";3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;0;0
"charliego";1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0
"charliem";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"charłak";0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
"charnu";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
"chata";1;2;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0
"chatka";0;0;1;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0
"chcąc";1;0;2;3;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0
"chcieć";4;2;7;7;2;9;2;2;0;2;5;0;4;0;0;1;0;0;1;1
"chefsibę";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"chefsiby";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"chęć";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"chętny";1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"chleb";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
"chłopak";2;0;0;1;3;3;0;0;0;0;5;0;0;0;0;0;0;1;2;0
"chłopca";3;0;3;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
"chłopcem";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"chłopcu";1;0;1;1;0;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0
"chłopiec";2;0;4;0;1;12;5;0;1;3;0;0;1;0;0;0;0;0;0;0
"chmura";0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"chochlik";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"chociaż";0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;3
"chodzić";0;0;0;1;4;1;0;0;0;0;0;0;1;0;1;1;0;0;0;0
"choroba";2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"chorować";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
"chory";1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"chować";0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0
"chowany";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
"chronić";0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;1;1;0;1;0
"chronologiczny";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
"chrzestny";3;2;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0
"chrześniak";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"chuda";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"chude";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
"chusteczka";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
"chwila";5;8;0;0;0;0;3;0;0;2;2;0;3;0;0;3;0;0;0;0
"chwilę";10;3;1;1;0;0;1;0;0;0;2;0;0;0;0;1;0;0;0;0
"chyba";1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"ciało";4;1;0;1;1;0;0;1;0;1;3;0;0;0;0;0;0;1;0;0
"ciąg";0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"ciągły";0;0;0;0;0;1;0;1;0;1;1;0;0;0;0;0;0;0;0;0
"ciągnąć";0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
"ciąża";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2;0;0;0
"ciążyć";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
"cichu";1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"ciekawość";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"ciemniejszy";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
"ciemność";0;0;0;0;0;2;0;0;0;0;2;0;2;0;0;0;0;0;0;0
"ciemny";2;0;0;0;0;0;2;0;0;0;0;0;0;0;1;0;0;0;0;0
"cień";0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
"cieplej";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"cierpieć";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"cieszyć";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"ciężki";0;1;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0
"ciocia";0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0
"ciotka";1;0;0;0;0;1;2;1;0;0;0;0;0;0;0;0;1;0;0;0
"ciskać";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"clearwater";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"cmentarz";4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"codzienny";4;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0
"cofać";0;0;0;0;0;4;0;0;0;0;0;0;1;0;0;0;0;0;0;0
"cofnąć";0;0;0;0;0;5;0;0;0;0;1;0;0;0;0;0;0;0;0;0
"cokolwiek";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"colin";0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"cormaca";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"coroczny";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"córeczka";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
"córka";0;2;0;0;0;4;0;0;0;0;1;0;0;0;0;0;1;1;0;0
"crabbe";0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"crabbea";0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"crabbeem";0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"craig";0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"creevey";0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"cresswella";0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"cross";0;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0
"crouch";16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"croucha";12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"crouchwyjaśnia";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"cruciatus";1;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"cudem";0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
"cudowny";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0
"cukierek";2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"cullen";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;2;1;1
"cullena";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
"cullenach";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"cullenami";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"cullenem";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
"cullenie";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
"cullenowie";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;2;3
"cullenów";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;0;1;1
"cullenówbo";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
"czapką";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
"czar";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
"czara";1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"czarka";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"czarna";2;6;1;1;2;3;1;5;0;0;0;0;0;0;0;0;0;0;0;0
"czarne";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"czarnoksiężnik";0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"czarnomagiczne";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"czarnomagicznego";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"czarny";6;3;0;0;1;4;4;1;0;2;0;0;0;0;0;0;0;0;0;0
"czarodziej";34;2;4;1;1;6;3;0;0;0;0;0;5;1;0;0;0;0;0;0
"czarodziejowicałkowitą";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"czarodziejski";0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"czarodziejstwo";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"czarować";0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"czarownica";2;0;0;0;0;1;0;1;0;2;27;0;0;1;5;0;0;0;0;0
"czary";7;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0
"czas";8;4;7;5;2;27;6;3;0;4;3;0;2;0;0;5;2;3;0;3
"czasami";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"czasem";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"czasoprzestrzeń";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"czasowy";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
"czasów";0;0;0;0;0;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0
"czaszka";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"czego";1;2;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;1
"czegoś";0;0;2;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0
"czekać";3;1;4;0;0;0;3;0;1;1;4;0;0;0;0;0;1;0;0;0
"czekała";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"czekoladowy";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"czele";0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
"czemu";0;0;2;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0
"czerwiec";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"czerwienić";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"czerwienieć";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"czerwony";1;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0
"cześć";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"częstować";0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0
"częściej";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"część";1;0;0;0;0;4;0;1;0;0;0;0;0;2;0;0;0;0;2;0
"członek";1;4;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0
"człowieczeństwo";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"człowiek";3;0;1;0;0;0;0;0;0;0;2;0;0;0;0;1;0;0;1;1
"czołgać";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"czoło";1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"czterdzieści";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"czterech";0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0
"czterema";0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
"czternasta";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"cztery";2;0;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0
"czuć";1;0;0;0;0;1;0;0;0;2;0;0;1;0;0;0;0;0;0;0
"czuj";1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0
"czujny";2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"czwarta";0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"czwarty";1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"czworo";2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"czwórka";2;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0
"czyimś";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"czyja";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
"czyjeś";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"czym";3;2;0;0;2;0;0;1;0;0;3;0;0;1;0;0;1;0;0;0
"czymś";1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0
"czyn";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
"czynić";0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
"czyścić";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"czytać";0;3;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
"ćwiczenia";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
"ćwiczenie";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"ćwiczyć";0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0
"dać";1;4;2;3;1;2;0;0;0;0;2;0;1;0;0;0;0;0;0;0
"dając";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
"dal";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"dalej";3;1;5;0;0;0;0;0;0;4;2;0;1;0;0;0;0;0;0;0
"daleki";1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1
"dalszy";1;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0
"dama";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"damski";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"dane";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"dar";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"darmo";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"data";1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"daviesem";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"dawać";2;5;2;0;1;0;1;3;0;0;0;0;0;0;0;0;0;1;0;0
"dawna";0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"dawny";1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"dążyć";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
"dbać";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"dean";0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"deana";0;3;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"death";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"debatować";0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"decydować";1;1;0;0;3;0;0;0;0;1;0;0;0;0;0;1;0;0;2;1
"decyzja";2;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0
"dedalus";0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"delacour";2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"delegacja";2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"delphi";0;0;0;0;0;26;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"delphini";0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"demelza";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"demelzę";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"dementora";1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"dementorami";0;1;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0
"dementorów";0;1;0;0;1;0;4;1;0;0;0;0;0;0;0;0;0;0;0;0
"dementorzy";0;1;0;0;0;2;4;0;0;0;0;0;0;0;0;0;0;0;0;0
"denalii";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
"departament";2;0;0;0;1;2;0;3;0;0;0;0;0;0;0;0;0;0;0;0
"deportować";0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"deportując";0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"depresja";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0
"despotka";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
"deszcz";1;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
"deszczowy";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
"diabelski";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"diadem";0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"diggle";0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"diggory";3;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"diggoryego";3;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"diggorym";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"digory";0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0
"digorym";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
"dirka";0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"dlaczego";1;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"dlatego";3;0;0;0;1;0;1;0;0;1;1;0;1;0;0;4;1;0;1;0
"dłoń";1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
"długi";2;4;3;0;0;0;2;0;0;1;1;0;0;0;0;1;0;0;0;0
"dłużej";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"dna";0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
"dnia";4;1;2;1;1;0;1;1;1;0;2;0;1;0;1;0;0;0;0;1
"dobiegać";1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"dobijać";0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
"dobra";0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
"dobre";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"dobrnąć";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
"dobrowolny";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
"dobry";0;1;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0
"dobrze";2;0;0;0;1;1;3;0;0;1;0;0;1;0;0;0;0;0;0;0
"dochodzić";5;3;1;2;1;1;1;0;0;2;1;0;0;0;1;0;1;2;1;0
"docierać";7;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0
"dodać";0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
"dodatek";1;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"dodatkowy";0;0;1;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0
"dodawać";1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"dogadywać";0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
"doge";0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"dojeżdżać";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
"dojść";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0
"dokładny";1;0;0;0;0;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0
"dokonać";0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"dokończyć";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"doktor";0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0
"doktora";0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
"dokuczać";0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0
"dokument";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2;0;0;0
"dola";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"dolegać";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"dolegliwość";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"dolina";0;2;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"dolores";0;3;0;0;0;3;0;2;0;0;0;0;0;0;0;0;0;0;0;0
"dołączać";1;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0
"dołączyć";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0
"dom";0;1;0;0;2;1;0;2;0;0;1;0;0;0;0;0;0;0;0;0
"domagać";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"domek";0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;1;0;0;0
"domem";0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
"domiar";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"dominować";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"domowy";2;1;0;1;2;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0
"domówić";2;1;4;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
"domu";2;10;5;1;1;4;0;3;0;0;4;0;2;0;0;1;0;0;1;1
"domyślać";0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"domyślić";0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"doniesienie";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"donosić";2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
"dookoła";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"dopaść";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"dopiero";0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0
"dopilnować";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"dopioro";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
"dopłynąć";0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0
"dopomóc";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
"dopóki";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
"doprowadzać";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
"doprowadzić";1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
"dopuścić";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
"doradca";0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
"doradzać";0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
"dorastać";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"dormitorium";4;0;2;0;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"dorosłe";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"dorośli";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"dorożkarz";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
"dorysowywać";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
"dosiadać";1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"doskonalszy";0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0
